,0,1
counting crows>>anna begins,16.147213,-56.399326
deadmau5>>a city in florida,16.097933,-34.020412
quantic>>time is the enemy,40.950016,-1.8578897
the cinematic orchestra>>all things to all men,25.583494,-49.908943
killswitch engage>>the end of heartache,60.7782,9.392263
paramore>>proof,-1.6760466,54.153477
bon jovi>>because we can,-0.872395,-57.19559
big star>>september gurls,36.744545,49.333076
lamb of god>>laid to rest,-50.438004,33.95537
prince & the new power generation>>diamonds and pearls [edit],-44.45377,-41.514435
the national>>exile vilify from the game portal 2,-38.47383,-23.92137
james blunt>>wisemen,24.439943,-18.327187
cheryl>>call my name,0.3005709,-23.841002
sam cooke>>chain gang,-21.126007,-56.798763
lianne la havas>>forget,-37.219746,-18.411268
the white stripes>>hello operator,-42.176575,-1.4384863
the avett brothers>>ill with want,-40.803288,9.784662
marina and the diamonds>>lies,-17.11507,27.895279
the strokes>>metabolism,-18.23048,45.917652
nine inch nails>>mr. self destruct,-20.889013,55.410786
bastille>>sleepsong,22.341223,31.732983
citizen cope>>sons gonna rise,35.515022,32.568512
disturbed>>ten thousand fists,60.89304,9.960125
selah sue>>this world,35.129227,-2.4682803
billy joel>>vienna,53.998825,-16.585634
the libertines>>what became of the likely lads,55.951553,-23.180445
the strokes>>you talk way too much,38.054127,-34.23423
dire straits>>your latest trick,50.712612,-33.846977
jess glynne>>right here,10.458818,19.920444
matt and kim>>block after block,-5.2432117,-40.997528
foals>>this orient,40.901463,-1.0530051
cake>>perhaps  perhaps  perhaps,10.299424,61.35702
tensnake>>coma cat,-14.731578,-26.696674
animotion>>obsession,-0.09384084,64.39305
bruce springsteen>>tunnel of love,61.226593,-8.725546
macklemore & ryan lewis>>a wake feat. evan roman,14.989745,-34.614788
disturbed>>inside the fire,-50.684975,29.966692
hans zimmer>>528491,24.184288,-47.443623
linkin park>>roads untraveled,18.678848,54.10731
eminem>>fack,-8.912521,-10.904192
pearl jam>>elderly woman behind the counter in a small town remastered,-49.222706,-33.217697
the lonely island>>dick in a box,-5.3428707,-18.223663
young the giant>>garands,-38.84081,-9.082121
kasabian>>stevie,29.308716,-26.80355
band of horses>>nw apt.,-15.893848,47.847263
faithless>>we come 1 - radio edit,38.45762,-14.2786045
abraham mateo>>señorita,13.887734,16.702646
kimbra>>cameo lover,-1.3225918,-30.587221
swedish house mafia>>antidote - radio edit,12.944065,-31.032963
bob dylan>>knockin on heavens door - remastered,-43.30452,43.08278
the pussycat dolls>>beep,9.464922,-28.358192
johnny cash>>hey porter,-61.076954,2.531348
metallica>>st. anger,53.720116,32.74332
player>>baby come back,2.2668931,-60.867657
rise against>>ready to fall,20.294838,52.713722
haerts>>hemiplegia,-33.899593,0.21024437
beyoncé>>freakum dress,-16.55506,-8.73801
yeah yeah yeahs>>dull life,-35.233612,-25.767866
gary clark jr.>>when my train pulls in,39.851448,-34.256596
broncho>>class historian,-11.238906,-30.075039
the tallest man on earth>>to just grow away,45.36036,-3.1528552
lcd soundsystem>>one touch,-1.0416418,51.47289
bob marley & the wailers>>could you be loved - 12 mix,-27.414867,-49.336926
stone sour>>say youll haunt me,36.54257,44.532436
tyler  the creator>>ifhy,-14.765286,14.454046
tame impala>>why wont you make up your mind,34.240692,-30.76544
gwen stefani>>wind it up,17.754837,-15.709092
lana del rey>>guns and roses,-25.853037,-14.065213
n.w.a.>>express yourself,-9.437171,-10.416545
four tet>>angel echoes,25.861465,-49.755077
three 6 mafia>>stay fly - explicit album version,17.205273,8.588091
bat for lashes>>lilies,-22.684706,29.481266
passenger>>feather on the clyde,-17.294338,-18.264225
ludovico einaudi>>una mattina,34.73694,-2.8775423
u2>>the saints are coming,62.153156,6.476568
lights>>up we go,19.756105,-5.2421446
beirut>>port of call,13.417925,46.040928
the weeknd>>coming down,-11.459963,-30.228107
iron & wine>>love vigilantes,-23.292404,32.61574
brigitte bardot>>moi je joue,-25.715843,45.71587
joe walsh>>lifes been good,-41.89196,51.165188
donovan>>sunshine superman,57.268536,25.34991
relient k>>be my escape,-1.4339713,-57.94969
mumford & sons>>for those below,-40.69274,-14.806305
lady gaga>>scheiße,15.870061,21.000755
sleigh bells>>born to lose,-7.5166183,-39.445786
buena vista social club>>el cuarto de tula,-34.20361,-39.424263
local natives>>camera talk,-14.747918,-37.877346
boards of canada>>turquoise hexagon sun,39.634384,-3.3563218
franz ferdinand>>auf achse,23.663279,-56.933582
the beatles>>get back,-55.282387,-13.643677
rebecca ferguson>>nothings real but love,-2.932406,27.94855
lenny kravitz>>always on the run,13.710236,-62.36455
pretenders>>dont get me wrong - 2007 remastered version,-45.297394,-40.44982
faithless>>insomnia - monster mix,-23.313457,13.736067
ike & tina turner>>river deep mountain high,33.535282,55.12759
pennywise>>bro hymn,-12.874572,-55.233624
jimi hendrix>>if 6 was 9,-56.82012,19.949146
two door cinema club>>you are not stubborn,35.798664,-32.920193
capital cities>>origami,4.80043,36.866966
lady gaga>>swine,25.12527,12.267142
the black angels>>bad vibrations,-2.9539957,-44.964554
katy perry>>double rainbow,-3.6389275,-11.91207
george gershwin>>rhapsody in blue,27.384329,52.720795
r.e.m.>>electrolite,-49.343605,-33.737118
james vincent mcmorrow>>sparrow and the wolf,33.24189,29.950476
the glitch mob>>warrior concerto,37.797756,-13.669704
lunchmoney lewis>>bills,5.321287,-27.494026
john mayer>>gravity - live at the nokia theatre,-50.691555,-8.380352
the smiths>>sheila take a bow 2008 remastered version,34.716476,43.172302
pearl jam>>sleeping by myself,34.10826,39.295513
melendi>>un violinista en tu tejado,21.7982,-9.506379
future>>i won,-18.617418,7.0280437
deerhunter>>nothing ever happened,-5.288858,50.670185
duke dumont>>wont look back,22.68318,-22.448605
my morning jacket>>off the record,-4.8751082,50.543385
radiohead>>hunting bears,-50.313957,8.505511
bonnie tyler>>its a heartache,-53.717884,27.499474
blake shelton>>sure be cool if you did,22.193682,10.520566
disclosure>>together,34.183224,1.7136967
foxygen>>in the darkness,-32.8314,15.980278
dave matthews band>>too much,57.8004,-6.2118597
jason derulo>>fight for you,-16.459955,-10.830295
zedd>>follow you down,-21.302698,-14.747031
trampled by turtles>>alone,21.805513,-48.546906
todd terje>>johnny and mary,-29.814915,17.47406
rihanna>>american oxygen,12.326453,-31.485632
the strokes>>ask me anything,26.503042,-54.277473
queen>>breakthru - remastered 2011,-9.641978,-59.822186
example>>changed the way you kiss me - radio edit,0.49750316,-24.109924
chase & status>>count on me,0.957856,-24.636997
the new pornographers>>crash years,-22.165962,-32.15129
kurt vile>>girl called alex,-34.438343,-9.808427
the horrors>>i can see through you,-43.079082,4.973553
brand new>>i will play my game beneath the spin light,-47.437504,10.561949
animal collective>>in the flowers,-36.90172,21.189638
sufjan stevens>>jacksonville,-36.66103,23.044931
ramones>>pet semetary,4.1424875,63.564266
local natives>>shape shifter,28.372349,33.52062
depeche mode>>soothe my soul,35.49904,28.202219
charli xcx>>stay away,33.454185,20.781433
eddie vedder>>the wolf,47.578133,3.2260184
mgmt>>your life is a lie,34.074657,-29.939287
nat king cole>>smile,48.319786,35.856323
one direction>>strong,21.823307,12.018451
the shins>>pink bullets,10.842809,51.472015
system of a down>>bounce,-5.449202,-55.802647
the cure>>burn,-12.804895,-55.18775
nine inch nails>>a warm place,16.749748,-58.042786
nine inch nails>>right where it belongs,18.451921,50.472607
live>>the dolphins cry,57.845303,18.685804
jet>>move on,-20.069105,48.10928
izal>>qué bien,5.711196,33.3374
vetusta morla>>escudo humano,-31.90042,-40.602234
harry nilsson>>everybodys talkin,-48.59561,-29.870874
noel gallaghers high flying birds>>ballad of the mighty i,22.856625,-39.4531
ben harper>>sexual healing,27.233538,41.509106
anita ward>>ring my bell,34.5872,55.14009
the saturdays>>what about us,22.558163,-20.452124
jack johnson>>inaudible melodies,-37.99629,22.737259
u2>>moment of surrender,-23.495878,54.182255
snoop dogg>>signs,16.105875,11.316692
the pussycat dolls>>stickwitu,20.596886,10.152267
jennifer hudson>>spotlight,20.279882,10.382525
lauryn hill>>i used to love him,-21.31636,6.3768067
calvin harris>>school,21.097803,16.116156
iron & wine>>pagan angel and a borrowed car,7.402602,50.289444
mø>>pilgrim,11.336112,38.57913
hollywood undead>>undead,55.310204,-9.464951
lostprophets>>rooftops a liberation broadcast,20.859877,52.02271
trent reznor and atticus ross>>in the hall of the mountain king,-37.130917,20.396175
coldplay>>always in my head,16.511204,-41.34404
amy winehouse>>youre wondering now,49.158836,-30.855265
css>>music is my hot  hot sex,-20.567204,48.741287
cómplices>>es por ti,-30.190662,-38.608253
sara bareilles>>gonna get over you,-19.123917,-5.671956
madonna>>miles away,-5.6329217,30.256046
michael jackson>>smooth criminal - radio edit,34.326145,48.101357
vampire weekend>>campus,-13.937611,-38.338863
molotov>>frijolero,-51.95387,-21.491596
la oreja de van gogh>>jueves,-35.576626,33.686066
david bowie>>how does the grass grow,-36.807484,3.0921996
david bowie>>id rather be high,-35.67597,11.164172
todd terje>>strandbar,33.01974,8.050203
blur>>song 2 - 2012 remastered version,39.294724,40.190395
atlas sound>>mona lisa,-15.3527565,44.107464
beach fossils>>what a pleasure,35.375473,-18.477848
scissor sisters>>laura,-37.479443,28.918638
fucked up>>queen of hearts,12.900723,45.16624
my morning jacket>>the day is coming,46.845055,10.912346
gabrielle>>dreams,-47.21002,-40.292477
brand new>>guernica,-42.16587,-6.8098607
alice in chains>>dam that river,-39.253887,-47.523983
the raconteurs>>you dont understand me,37.895042,-34.006817
brand new>>you wont know,38.352173,-34.217937
prince>>controversy,-44.151787,-41.973873
the national>>guest room,-39.897766,-6.2847676
bombay bicycle club>>eyes off you,-23.410883,-19.689339
weezer>>troublemaker,58.185837,-6.270978
young the giant>>st. walker,38.06341,24.455578
kaskade>>4 am - adam k & soha radio edit,14.221388,-33.67786
sigur rós>>dauðalogn,-23.05634,-31.276257
the weeknd>>the birds pt. 1,18.868233,3.185572
the lighthouse and the whaler>>venice,34.386066,-12.453035
alicia keys>>brand new me,0.1670253,-29.869993
the killers>>mr. brightside - jacques lu conts thin white duke mix,-20.073328,49.274006
lil wayne>>blunt blowin,3.4846344,-22.453655
inxs>>dont change,-45.459457,-37.7073
the naked and famous>>the source,41.85602,6.955665
nouvelle vague>>love will tear us apart,-24.415468,33.127903
n.e.r.d.>>provider,5.6536994,17.62559
incubus>>circles,-31.220713,-49.896145
the rolling stones>>rip this joint,35.737656,57.257713
rhye>>major minor love,-14.900375,35.028095
radiohead>>fake plastic trees - acoustic version,-40.03552,-26.468225
lykke li>>let it fall,-23.003176,28.888535
nick drake>>things behind the sun,47.121834,1.10282
the rolling stones>>paint it  black - original single mono version,3.6208117,63.049706
edward sharpe & the magnetic zeros>>i dont wanna pray,-41.95806,6.031246
tony bennett>>the way you look tonight,62.768333,4.2730927
caribou>>kaili,-32.752674,20.84473
kings of leon>>soft,34.420937,37.589695
the antlers>>putting the dog to sleep,13.393109,45.80843
slipknot>>eyeless,-46.524563,-32.26971
amy winehouse>>half time,-57.415474,3.4850523
supertramp>>goodbye stranger,-57.351097,-12.833231
wilco>>ill fight,-46.80353,10.224097
jamie cullum>>gran torino,-49.838524,-9.101134
the kooks>>howd you like that,-43.443886,5.3971834
love of lesbian>>belice,8.185896,-46.393604
maroon 5>>must get out,-22.372131,47.171474
miley cyrus>>someone else,15.451951,18.29751
heaven 17>>temptation,56.769295,22.390072
p!nk>>there you go,26.649376,-0.88145393
radiohead>>scatterbrain,31.727446,41.60324
glen campbell>>wichita lineman - 2001 digital remaster,49.836853,-30.298319
birdy>>terrible love,48.08652,12.438302
the coasters>>yakety yak,51.01338,-33.36695
iron maiden>>the number of the beast,62.552517,8.079884
justin timberlake>>another song all over again,13.970712,-36.670227
city and colour>>hello  im in delaware,-43.606075,2.9269564
the ting tings>>hang it up,-40.05988,-4.040982
yppah>>never mess with sunday,-6.6596117,40.624306
deadmau5>>one trick pony,4.785509,21.635826
tycho>>see,15.440424,37.66765
sade>>your love is king - remastered,49.72468,-26.84679
the doors>>alabama song [whisky bar] - new stereo mix advanced resolution,13.827494,-61.968433
mecano>>mujer contra mujer,-27.100597,40.77419
randy houser>>runnin outta moonlight,15.925928,18.004244
radiohead>>the gloaming,46.922447,6.402598
adam ant>>goody two shoes,-58.25348,-13.61219
daft punk>>fresh,-36.28306,-11.409514
daft punk>>phoenix,2.5595794,39.476543
queens of the stone age>>regular john,14.724681,51.8172
pendulum>>self vs self feat. in flames,14.128694,18.999023
justin bieber>>confident,1.2360692,-24.522974
lykke li>>silver line,23.585524,31.861029
the killers>>a matter of time,25.072336,-53.119797
interpol>>ancient ways,28.68856,-44.028316
dirty pretty things>>bang bang youre dead,-2.2923398,-57.658257
david bowie>>boss of me,-4.0035214,-38.896774
gavin degraw>>follow through,-15.026861,-15.507957
sir sly>>ghost,-34.085964,-8.404104
neko case>>hold on  hold on,-45.11138,4.6730485
lord huron>>i will be back one day,-38.881466,11.154811
brand new>>jaws theme swimming,-36.97684,23.125801
creedence clearwater revival>>lodi,-41.112988,51.56798
panic! at the disco>>london beckoned songs about money written by machines,-28.94378,34.94257
black sabbath>>n.i.b.,-4.5062456,63.53243
cloud nothings>>no future/no past,-4.8926992,39.06962
cold war kids>>royal blue,19.783094,41.88833
billy joel>>scenes from an italian restaurant,35.34773,52.645916
sum 41>>screaming bloody murder,36.584255,44.737396
etta james>>somethings got a hold on me,48.81384,36.12852
paul simon>>the obvious child,54.42359,10.257222
deer tick>>twenty miles,43.350124,-5.4855404
miguel>>use me,17.947119,-3.2680144
the wombats>>your body is a weapon,33.403904,-28.290056
icona pop>>we got the world,23.966028,-21.661314
gregory alan isakov>>big black car,-5.183746,-42.689064
nick cave & the bad seeds>>push the sky away,7.4402547,40.374336
kindness>>swingin party,37.00831,18.881832
ac/dc>>back in black,3.0796998,-60.13321
capital cities>>stayin alive,31.760155,19.09536
linkin park>>in pieces,-50.572773,30.067778
disturbed>>indestructible,-50.473705,29.797848
zamfir>>the lonely shepherd,59.671383,11.538697
t.i.>>thats all she wrote feat. eminem,20.824602,4.5234976
foo fighters>>rope - deadmau5 mix,19.340004,52.394634
vetusta morla>>en el río,-31.878683,-40.64028
oasis>>slide away,39.971863,42.874943
heroes del silencio>>la sirena varada,-33.87561,34.502502
l.a.>>stop the clocks,29.076124,19.95669
manu chao>>bongo bong,-14.581187,-54.481773
elbow>>my sad captains,-9.092187,34.063023
kylie minogue>>santa baby,3.7072098,-76.27177
dizzee rascal>>bonkers,-0.25088048,-28.817892
tiësto>>tornado kill the noise remix feat. polina,17.806877,-5.2501607
red hot chili peppers>>easily,-38.630405,-46.114315
metallica>>to live is to die,61.611023,-2.9299505
michael jackson>>you are not alone,52.69697,-32.42174
alicia keys>>you dont know my name,23.675776,-18.53519
good charlotte>>i dont wanna be in love dance floor anthem,-56.663086,9.547367
soul for real>>candy rain,3.3576057,-19.681335
paramore>>my heart,-17.027975,54.987503
wale>>bad - remix feat. rihanna,14.864094,-31.112772
carolina liar>>show me what im looking for,23.403307,23.018934
japandroids>>adrenaline nightshift,27.339333,-50.489277
led zeppelin>>achilles last stand,14.926355,-60.39715
drake>>miss me,-4.779392,17.866817
chet faker>>cigarettes & loneliness,-9.2690115,-33.467655
halestorm>>love bites [so do i],-29.015213,37.0392
chromeo>>lost on the way home feat. solange,-13.184777,31.405266
pantera>>cemetery gates,-28.23252,-55.16371
the sundays>>wild horses,48.605755,-30.408297
mgmt>>brian eno,-6.427107,-42.71868
madonna>>bitch im madonna,4.540286,-27.050508
vampire weekend>>walcott,41.776615,-13.404733
la oreja de van gogh>>puedes contar conmigo,6.646817,30.480902
toni braxton>>he wasnt man enough,-18.789852,1.0797713
limp bizkit>>boiler,-6.1287255,-55.897354
david bowie>>you feel so lonely you could die,33.771755,-31.34612
chicago>>youre the inspiration,48.094006,-28.898453
janes addiction>>stop,53.12337,32.650265
ying yang twins>>wait the whisper song,19.579428,-10.214665
the flamingos>>i only have eyes for you,-55.473064,15.602779
iron & wine>>resurrection fern,15.516729,47.38686
frank sinatra>>the lady is a tramp,63.728016,5.1615086
onerepublic>>if i lose myself - acoustic,-15.973201,9.575979
robbie williams>>go gentle,-19.956938,-5.701474
bright eyes>>lover i dont have to love,-23.939268,33.191624
savages>>strife,35.90682,19.263962
young the giant>>islands,-39.003548,13.106939
vampire weekend>>m79,-22.935379,33.751656
fitz and the tantrums>>fools gold,-24.982769,-16.980188
sigur rós>>rafstraumur,10.051789,40.725796
ray lamontagne>>all the wild horses,26.127022,-56.658016
eddie vedder>>end of the road,-40.724022,-26.39627
matthew wilder>>break my stride,-9.931797,-57.42318
the darkness>>love is only a feeling,-26.979034,37.13868
kanye west>>runaway - single version,11.7525215,17.482847
the who>>wont get fooled again - remix,49.233223,-35.04921
nicki minaj>>romans revenge,11.318532,17.447702
usher>>good kisser,-20.73391,-4.021038
camera obscura>>lloyd  im ready to be heartbroken,-24.623674,34.10568
silverchair>>anas song open fire,18.316168,-60.556164
gorillaz>>all alone,21.819138,-54.2481
the clash>>jimmy jazz,-56.711487,27.149725
the national>>abel,23.121319,-53.336937
elbow>>fly boy blue / lunette,-26.059038,-18.001677
feist>>the park,46.590984,5.773215
portishead>>we carry on,45.1064,-13.203456
crystal castles>>year of silence,35.021736,-32.13189
joss stone>>super duper love,54.814907,25.695429
biffy clyro>>opposite,-1.0282191,50.15744
melody gardot>>your heart is as black as night,48.87525,-30.662209
the doors>>l.a. woman - new stereo mix advanced resolution,-43.502087,46.484047
xzibit>>x,17.519354,-35.54396
eminem>>im back,-19.944715,7.677384
elvis presley>>the wonder of you,64.01295,4.8928103
pearl jam>>yellow moon,36.03369,-27.635462
macklemore & ryan lewis>>a wake - feat. evan roman,15.028366,-34.59475
the neighbourhood>>flawless,-24.806616,-17.582668
the weeknd>>belong to the world,15.126336,-31.132215
jewel>>who will save your soul,46.901775,-34.98758
taking back sunday>>great romances of the 20th century,-50.765144,-10.558991
the soggy bottom boys>>i am a man of constant sorrow - o brother  where art thou soundtrack/radio station version,-53.69824,9.536849
madeon>>pay no mind,5.8243203,36.212772
blu cantrell>>hit em up style oops!,-18.99437,1.4884888
kraftwerk>>the robots - 2009 remastered version,59.454544,4.7960415
william fitzsimmons>>beautiful girl,-4.75761,-42.55271
siouxsie and the banshees>>dear prudence,-43.371117,-43.598125
the cure>>fascination street,-51.266026,-26.44162
the lemonheads>>into your arms,-49.89432,27.475988
prince>>darling nikki,-44.214622,-41.486717
george mccrae>>rock your baby,34.854298,54.772747
the used>>blue and yellow,-4.4225097,-56.256187
van halen>>unchained,55.239838,-18.274303
bros>>when will i be famous,54.542393,-31.835112
donavon frankenreiter>>free,-42.325985,-16.075243
rihanna>>take a bow - main,22.334978,8.777971
eve>>tambourine,17.665403,6.090477
herbie hancock>>chameleon,-22.168652,-55.85733
my bloody valentine>>when you sleep,40.106766,-33.3404
lord huron>>the man who lives forever,43.107765,7.8841176
sigur rós>>hrafntinna,-36.84539,3.349098
daft punk>>burnin,-13.03876,-33.357166
daft punk>>daftendirekt,-17.211882,-25.614834
flux pavilion>>got 2 know,-16.60181,-5.997592
sarah mclachlan>>when she loved me,27.402079,-13.073039
glee cast>>teenage dream glee cast version,22.342783,8.812356
justin bieber>>all that matters,13.778783,-32.782658
the band perry>>better dig two,8.383875,-29.433043
donkeyboy>>city boy,0.13691285,-23.868107
the kills>>dna,-19.953335,-31.73255
caribou>>dive,-13.254314,-29.98703
eddie vedder>>far behind,-43.084843,-17.30374
feeder>>feeling a moment,-43.84167,-27.778744
chase & status>>flashing lights,-21.095848,-14.516373
the raconteurs>>many shades of black,-18.58186,45.950027
moby>>run on,19.500595,47.73078
cold war kids>>something is not right with me,34.676064,32.009434
the smashing pumpkins>>to forgive,59.652752,-5.0111036
santigold>>youll find a way,32.20576,-28.583063
maldita nerea>>facil,-29.927282,-37.748005
one direction>>half a heart,-18.32045,-2.3383934
one direction>>last first kiss,-13.012141,9.20961
bloc party>>shes hearing voices,33.1258,40.558502
iggy pop>>candy,-21.320635,-56.15029
nine inch nails>>down in it,-47.398323,-33.862217
sean paul>>other side of love,5.7915454,21.25899
flo rida>>let it roll,-12.994125,12.001959
john de sohn>>dance our tears away - radio edit,-2.9655986,-13.672086
queens of the stone age>>you think i aint worth a dollar  but i feel like a millionaire,38.143562,-34.046753
chuck berry>>run rudolph run,3.6528537,-76.29369
noel gallaghers high flying birds>>in the heat of the moment,-31.283085,15.373626
s club 7>>dont stop movin,-10.056972,-15.954765
spice girls>>who do you think you are,20.795523,-13.668345
band of horses>>weed party,39.8012,-34.30687
joe cocker>>up where we belong - an officer and a gentleman soundtrack version,58.613083,-17.163534
kapten röd>>ju mer dom spottar,-22.098646,15.985605
brian eno>>1/1 - 2004 digital remaster,20.654263,-53.37934
cheryl lynn>>got to be real - single version,-58.66097,-14.7855
tinie tempah>>trampoline - feat. 2 chainz,18.1039,-4.946723
jimmy buffett>>margaritaville,-32.453747,46.83944
red hot chili peppers>>blood sugar sex magik,-5.6981063,-56.447643
metallica>>trapped under ice,61.57776,-3.0021617
michael jackson>>one day in your life,2.600234,67.665565
the rapture>>whoo! alright - yeah...uh huh.,37.4212,-30.561666
beyoncé>>rocket,10.3059225,19.293957
muse>>uno,55.10271,-13.997384
sebastian>>embody,-27.904495,-20.413256
julio bashmore>>battle for middle you,-1.5944611,-39.73755
hot chip>>thieves in the night,41.007023,-1.4182574
mariah carey>>fantasy - feat. o.d.b.,-17.701855,-9.805321
feist>>bittersweet melodies,-5.588931,-43.55341
deftones>>youve seen the butcher,43.873264,-31.873648
katy perry>>love me,-13.810569,10.739171
tears for fears>>woman in chains,50.801212,-33.672176
papa roach>>...to be loved,17.60488,-56.486996
breaking benjamin>>so cold,41.938366,42.514687
james morrison>>please dont stop the rain,5.5199003,19.893082
sia>>the girl you lost to cocaine,44.250965,9.981807
frankie valli & the four seasons>>big girls dont cry,-9.161005,-58.721214
café tacvba>>como te extraño mi amor,-28.793663,-44.327023
donovan>>season of the witch,36.57814,49.349087
london grammar>>if you wait,-34.867115,9.231854
nine inch nails>>satellite,19.02968,37.301914
metric>>synthetica,38.234882,19.041338
nine inch nails>>various methods of escape,34.595013,-16.376253
björk>>hunter,-49.911427,7.8434777
collective soul>>the world i know 45 version,61.66783,1.1208107
al green>>here i am come and take me,-59.005924,0.9125121
damon albarn>>hostiles,-35.638256,1.0098372
talking heads>>once in a lifetime,-2.9528701,59.886913
they might be giants>>istanbul,-50.783195,26.349787
kings of convenience>>rule my world,19.845991,41.864258
damien jurado>>silver timothy,23.39364,31.744884
neko case>>man,-15.288169,35.12159
sleeping at last>>im gonna be 500 miles,-42.70541,15.004117
glasser>>apply,26.175562,-49.263626
chevelle>>face to the floor,-49.96029,-28.727276
unknown mortal orchestra>>from the sun,-35.07841,-10.321114
savages>>no face,-2.4045382,38.357735
doves>>pounding,10.176186,51.351364
r.e.m.>>the great beyond,63.708755,10.051392
ray charles>>i got a woman,-57.819828,14.912083
class actress>>journal of ardency,-33.837093,19.716896
animal collective>>todays supernatural,39.94987,-1.3242745
the weeknd>>life of the party,-12.501617,15.19146
the weeknd>>next,-2.3567345,18.378653
the weeknd>>the knowing,18.814436,2.8031871
the new basement tapes>>kansas city,-30.679256,15.302703
rita ora>>radioactive,9.592719,19.640255
bruce springsteen>>because the night - live,-8.552233,-60.798035
the naked and famous>>the ends,41.757618,7.0557485
phantogram>>turn it off,43.080467,-8.375859
david guetta>>repeat - feat. jessie j,8.751013,19.393276
eminem>>say goodbye hollywood,11.365688,15.444578
rhye>>shed some blood,18.764307,38.317005
gary clark jr.>>aint messin round,25.186546,-49.610046
st. vincent>>champagne year,-15.398395,-37.7043
real estate>>kinder blumen,-34.39588,20.506342
bob dylan>>simple twist of fate,52.141373,36.753384
brantley gilbert>>bottoms up,7.765766,-27.234444
chayanne>>humanos a marte,-23.79446,4.0989914
maroon 5>>stutter,23.80163,17.758917
bob dylan>>visions of johanna,57.48858,-16.61659
metronomy>>the upsetter,35.084194,4.8230724
taylor swift>>blank space,5.5726347,-27.30992
deftones>>hole in the earth,-53.574615,6.803871
wilco>>at least thats what you said,25.663301,-55.25697
the beatles>>eleanor rigby,-49.426716,-35.29314
cass mccombs>>county line,-19.28127,-32.169724
lemon jelly>>space walk,35.819683,28.007538
luke bryan>>kiss tomorrow goodbye,-11.924572,6.931399
samantha barks>>on my own,4.142366,-0.910255
the rolling stones>>anybody seen my baby,14.743686,-62.73414
ice cube>>check yo self,2.3554366,-19.975687
hardwell>>how we do - original mix,-20.141094,-2.9099295
zenet>>soñar contigo,25.424486,20.605013
dyland & lenny>>pégate más juan magan remix,8.269452,20.293108
miley cyrus>>on my own,-6.7922616,15.252494
the neighbourhood>>staying up,33.6352,18.45888
phil collins>>against all odds take a look at me now,11.62786,-62.060654
tom waits>>downtown train,-46.712044,-37.821117
chase & status>>lost & not found,-12.970546,13.358997
death cab for cutie>>a movie script ending,22.75277,-52.397903
little dragon>>brush the heat,-9.171671,-39.34732
the smiths>>that joke isnt funny anymore 2008 remastered version,60.162586,13.580845
don omar>>pobre diabla,7.8670835,20.26107
erasure>>sometimes,49.738094,35.23058
maxwell>>pretty wings - uncut,4.7384562,19.98224
usher>>lemme see,-11.63411,13.54808
eagles>>tequila sunrise,59.00139,25.210802
gogol bordello>>start wearing purple,43.7001,27.160667
björk>>violently happy,56.00302,-14.1965475
deadmau5>>cthulhu sleeps,-16.130077,-24.299372
nina simone>>dont let me be misunderstood,-46.248325,-38.06608
eddy lover>>rueda  rueda,13.82673,16.944035
the hooters>>satellite,36.174255,53.05472
simple plan>>your love is a lie,46.16518,-34.188152
el ten eleven>>my only swerving,-15.351207,44.260822
inxs>>mystify,-5.4200745,63.32412
diego torres>>color esperanza,-26.528894,-42.60076
la roux>>kiss and not tell,-27.812683,20.080296
sigur rós>>kveikur,-32.79985,15.825736
maná>>rayando el sol,6.8967924,30.172739
the smiths>>handsome devil [live at manchester hacienda 4/2/83 2008 remastered version],-60.079212,-9.856431
the police>>synchronicity ii - 2003 stereo remastered version,55.734245,29.475086
johnny cash>>man in black,-32.68226,51.66154
josé gonzález>>every age,-24.867569,-19.840393
mutemath>>blood pressure,-5.6000395,-43.187943
joy division>>dead souls,-40.839424,-47.398872
rush>>fly by night,-53.33505,-25.61596
phantogram>>howling at the moon,-35.345848,2.2586045
the smashing pumpkins>>jellybelly,-48.845608,28.129389
death cab for cutie>>long division,-23.922966,32.371605
kishi bashi>>manchester,-19.59979,31.052595
vampire weekend>>mansard roof,-18.364573,44.864124
eddie vedder>>setting forth,27.505268,39.917843
interpol>>stella was a diver and she was always down,37.434353,26.240171
death cab for cutie>>talking bird,46.977776,11.663421
billy squier>>the stroke,59.211014,4.315752
daughter>>the woods,45.62389,-1.2864555
nick drake>>three hours,46.66081,0.7734536
maldita nerea>>¿no podiamos ser agua,25.348993,-14.800795
robbie williams>>mr bojangles,-37.761562,57.04321
soko>>we might be dead by tomorrow,38.028187,-15.669108
them crooked vultures>>no one loves me & neither do i,-5.800646,51.658554
eddie cochran>>cmon everybody,-20.242876,-57.21623
the everly brothers>>wake up little susie,58.565323,-17.317362
fleetwood mac>>sara,34.272224,52.3907
tanlines>>real life,11.919562,42.930603
soul ii soul>>keep on movin - feat. caron wheeler,-45.522266,35.17025
nas>>memory lane sittin in da park,-6.4210625,17.934847
hans zimmer>>we built our own world,37.850662,-11.395266
nine inch nails>>the day the world went away,59.952896,13.425294
scott mckenzie>>san francisco be sure to wear flowers in your hair - single version,35.355755,53.209743
amy winehouse>>there is no greater love,18.722939,-59.0354
amy winehouse>>i heard love is blind,-57.971268,16.314922
linkin park>>powerless,1.0682639,55.025368
a day to remember>>since u been gone,37.469925,41.820816
pearl jam>>animal remastered,17.046106,-61.11835
professor green>>read all about it feat. emeli sandé,10.941416,22.078989
