,0,1
the clash>>julies been working for the drug squad,-43.59945,42.736366
the clash>>remote control,23.200058,53.174007
dr. dre>>lolo intro,-9.803052,19.406157
platero y tu>>juliette - version 2005,-37.2911,34.410065
barricada>>no hay tregua,1.1027315,30.843744
wilco>>country disappeared,-20.905653,-38.882225
elvis presley>>crying in the chapel,-23.874538,-53.52116
queen>>im going slightly mad,-56.56338,17.505947
the gaslight anthem>>miles davis & the cool,-18.778547,42.705532
eddie vedder>>sleeping by myself,33.136322,32.124474
the doors>>spanish caravan,45.596954,33.91583
abbey road>>here comes the sun,-51.613533,-1.440242
tanlines>>yes way,35.036858,-25.23838
hootie & the blowfish>>i go blind,-49.606747,16.676687
fine young cannibals>>suspicious minds,52.20692,21.76963
coldplay>>moses - live in sydney,-22.451433,39.8795
coldplay>>yellow - live in sydney,42.944527,-26.570827
cypress hill>>lowrider,-10.557003,20.09856
robbie williams>>morning sun,-27.697748,45.476147
the kooks>>runaway,23.385754,42.3167
lucius>>two of us on the run,35.975872,-8.124565
chris brown>>till i die,24.278212,-2.8674808
milky chance>>sadnecessary,19.309181,31.24256
christina aguilera>>we remain - from “the hunger games: catching fire” soundtrack,29.697779,-21.39323
ryan adams>>harder now that its over,-47.93565,-5.2458887
bruce springsteen>>night,-4.540133,62.518623
bruce springsteen>>out in the street,2.965227,62.516953
neko case>>people got a lotta nerve,3.6229076,47.724667
regina spektor>>wallet,44.715023,-16.939857
sufjan stevens>>away in a manger,-7.6023226,-72.955345
james vincent mcmorrow>>look out,-24.435194,20.824974
dustin tebbutt>>the breach,35.852997,10.774895
dave matthews band>>belly belly nice,0.49927858,-46.248985
dave matthews band>>snow outside,37.693516,33.916336
thom yorke>>atoms for peace,5.721542,-53.31534
dinosaur jr.>>out there,1.5105882,49.726208
the album leaf>>window,37.52117,-26.385462
death cab for cutie>>steadier footing,40.96239,26.24065
johnny cash>>cocaine blues - live,-22.950054,-50.958393
martin solveig>>intoxicated,-18.31838,13.414617
cut copy>>saturdays,22.670794,38.27665
avicii>>you make me - avicii by avicii,27.498575,-20.821856
deniz koyu>>tung! - radio edit,21.622572,-4.757045
timeflies>>i choose u,-25.12394,2.2738497
buckcherry>>sorry,41.052933,35.25516
derek & the dominos>>bell bottom blues,1.3414445,-57.189236
azure ray>>sleep,28.047,27.028778
faith no more>>land of sunshine,-43.978043,43.95845
depeche mode>>hole to feed,-53.531193,2.9969013
felix>>dont you want me - edit,-9.661463,-15.465741
robbie williams>>shine my shoes,22.84023,20.2484
babyface>>when can i see you,27.250443,-15.577389
don omar>>ella ella,-11.856349,-17.390676
pereza>>que parezca un accidente,7.172446,28.716301
jack garratt>>worry,31.240036,-21.233822
tyler  the creator>>48,20.850405,-35.63137
spiritualized>>i think im in love,-44.93898,13.680232
the rolling stones>>doom and gloom,-39.440407,-37.652943
skylar spence>>fiona coyne,-28.248909,-15.68847
the walkmen>>in the new year,-39.531548,17.212042
mick harvey>>out of time man,0.58917224,48.202454
howard shore>>the grace of undómiel - feat. renée fleming,52.327675,6.97539
a tribe called quest>>keep it rollin,-19.927906,9.857804
amaral>>dias de verano,-7.7283,-19.422035
aqualung>>cold,-7.9444623,-26.432951
birdy>>just a game,-25.121525,27.291355
keira knightley>>tell me if you wanna go home - rooftop mix,31.139294,10.934392
christina perri>>burning gold,27.986565,-20.844772
olive>>youre not alone - radio edit,42.448204,-25.99836
eurythmics>>love is a stranger - remastered version,-35.71079,45.60928
waka flocka flame>>round of applause - feat. drake,13.246153,29.10144
enya>>if i could be where you are,-50.506744,5.295239
t.i.>>poppin bottles feat. drake,1.9081671,21.227169
justin timberlake>>right for me,13.043237,22.676155
linkin park>>the radiance,55.191563,-5.068711
public service broadcasting>>gagarin,-33.73264,-15.082821
cliff richard>>mistletoe and wine,1.4145226,-74.57494
taking back sunday>>divine intervention,-36.190086,-45.033535
freddie gibbs>>harolds,-23.152517,-0.88711363
kasabian>>bow,29.85406,-26.636711
apparat>>candil de la calle,-2.6806314,-35.185497
city and colour>>confessions,-18.62879,-38.748257
fall out boy>>novocaine,-8.156809,27.12804
bishop allen>>click  click  click  click,-18.052795,-45.013138
mala rodríguez>>por la noche,4.374765,27.906273
morcheeba>>crimson,-21.390665,-37.33871
lily allen>>everythings just wonderful,-43.796474,-27.824
eluvium>>prelude for time feelers,6.243291,45.987244
johann sebastian bach>>minuet in g major the lovers concerto,-11.674279,56.83923
gioachino rossini>>william tell overture - finale,50.743496,-20.930124
charles aznavour>>la bohème,-40.244595,32.232983
rafaga>>mentirosa,-12.475321,23.485682
chuck berry>>sweet little sixteen,53.43516,21.664072
proyecto uno>>tiburon,24.672491,-4.746483
britney spears>>toy soldier,25.242247,-3.4989717
massive attack>>angel - 2006 digital remaster,17.796349,-47.37893
spoon>>finer feelings,-39.66697,-18.814817
beirut>>rhineland heartland,15.945953,48.51126
the cinematic orchestra>>man with the movie camera,-18.943968,38.57621
the rolling stones>>cant you hear me knocking,-20.925253,-55.647346
billy squier>>everybody wants you,-48.08192,-26.782717
radiohead>>fog,-40.9258,-17.618896
london philharmonic orchestra>>peer gynt suite no. 1  op. 46: in the hall of the mountain king,19.025312,60.5397
the rolling stones>>dear doctor,-39.34754,-41.865166
radiohead>>india rubber,-42.172077,21.268755
radiohead>>lewis mistreated,-30.225334,32.85102
cherry poppin daddies>>zoot suit riot,42.938988,-24.61505
small black>>breathless,-3.1257231,-36.10346
stacie orrico>>theres gotta be more to life,10.103689,-40.23361
kylie minogue>>red blooded woman,11.653366,25.564295
goldfrapp>>alive,18.919127,-47.325104
david bowie>>the bewlay brothers - 1999 remastered version,54.90825,16.717897
tyler  the creator>>wolf,35.70528,-11.909516
zedd>>shave it 501 remix,17.530401,29.316446
van halen>>when its love,48.67937,-27.340862
chris malinchak>>if u got it - radio edit,-18.652033,12.738169
glee cast>>the most wonderful day of the year glee cast version,6.448412,-74.53341
vitalic>>la rock 01,-23.77125,24.113495
glass animals>>intruxx,-32.148117,14.278727
girl talk>>give me a beat,-38.146828,-11.319904
girl talk>>let me see you,-12.682478,18.207432
matisyahu>>one day,-1.4715211,47.44825
busta rhymes>>pass the courvoisier part ii - remix,2.0721052,20.50508
manchester orchestra>>deer,-26.440958,-32.45117
rise against>>endgame,-44.298386,-30.86366
barbra streisand>>the way we were,55.51842,2.5057983
james arthur>>recovery,15.462815,29.402075
starsailor>>four to the floor - thin white duke mix - short version,-46.45344,-18.987793
eddy grant>>gimme hope joanna,-52.147533,-17.303839
chefspecial>>in your arms,-19.200228,14.3703
julian lennon>>too late for goodbyes,55.829002,-1.4032147
yazz>>the only way is up,57.055027,2.817481
danny wilson>>marys prayer,-30.654291,49.10341
digitalism>>zdarlight,37.189396,-23.8229
demi lovato>>la la land,-18.435427,18.3111
cascada>>everytime we touch,-14.393658,-17.474901
darude>>sandstorm - radio edit,15.245737,27.5505
magic!>>rude acoustic,16.672594,27.975634
september>>party in my head,2.7309668,24.175184
leonard cohen>>closing time,-23.02476,-51.19274
rusko>>hold on,-26.69841,-1.1075677
annie lennox>>little bird,-34.5983,41.686195
garbage>>temptation waits,53.995235,16.788313
soja>>i dont wanna wait,-49.68794,16.403912
red fang>>wires,47.007553,-21.99594
deerhunter>>punk la vie antérieure,7.527062,40.422104
three days grace>>the good life,54.972126,7.4535785
lily allen>>our time,10.250675,31.852697
romeo santos>>llévame contigo,-12.863275,23.779362
the acid>>basic instinct,21.844484,-39.691566
sturgill simpson>>living the dream,-25.594486,21.670332
danny brown>>gremlins,-32.257538,-10.518955
modest mouse>>coyotes,-11.765204,-27.774942
elvis presley>>ill be home for christmas,-1.8166362,-73.98678
george ezra>>over the creek,-2.2670891,5.133377
peggy lee>>why dont you do right,48.850304,-25.917261
justin timberlake>>still on my brain,20.276823,10.225549
gavin degraw>>more than anyone,-13.217714,42.27732
caravan palace>>clash,-7.812786,-27.839876
maskinen>>pengar,2.880277,23.993164
megadeth>>in my darkest hour - 2004 remastered,-46.992058,24.634302
small faces>>all or nothing,10.546713,-55.900574
erasure>>oh lamour,-0.52746713,60.8663
michael jackson>>do you know where your children are original version,-5.114232,-20.576889
the smiths>>golden lights - 2011 remastered version,-54.24647,-12.514767
the smiths>>paint a vulgar picture - 2011 remastered version,-2.7588055,58.831173
focus>>hocus pocus,-52.76628,0.38484114
sandro silva & quintino>>epic original mix,-12.906428,-17.484325
wolfgang gartner>>redline - radio edit,14.392691,29.824783
moderat>>out of sight,0.38574874,42.68634
snow patrol>>somewhere a clock is ticking,40.47026,30.369133
the heavy>>curse me good,-21.543394,-35.246128
brigitte>>ma benz,-12.946336,38.708836
beirut>>the canals of our city,45.06243,12.746778
the lighthouse and the whaler>>pioneers,6.097259,43.69301
limp bizkit>>counterfeit,-29.837137,-49.665318
john prine>>angel from montgomery,13.269383,-47.24114
talking heads>>burning down the house,-13.53602,-51.671597
dave matthews band>>rhyme & reason,16.942047,51.471767
ted gärdestad>>för kärlekens skull,-26.015066,-4.4953303
purity ring>>flood on the floor,28.364029,-26.598412
chromeo>>bonafied lovin,-0.20281704,-43.95071
benjamin francis leftwich>>dont go slow,-27.466324,-31.660387
neil young>>dont let it bring you down - remastered,-39.98322,-40.848415
the cinematic orchestra>>music box,-14.722309,40.98965
kenny chesney>>anything but mine,12.90545,-40.857784
frightened rabbit>>nitrous gas,-7.551067,40.717964
radiohead>>i will - los angeles version,-48.095448,12.449036
sara evans>>suds in the bucket,23.798883,10.505822
beirut>>un dernier verre pour la route,42.387295,-5.761488
iyaz>>pretty girls - feat. travie mccoy,6.199572,24.77156
jason isbell>>relatively easy,20.574627,36.94536
heroes del silencio>>iberia sumergida,-37.635254,34.26321
jason isbell>>different days,-24.610115,-29.80179
mikal cronin>>peace of mind,6.884913,40.222233
esperanza spalding>>i know you know,-51.0303,15.708103
dj jazzy jeff & the fresh prince>>parents just dont understand,2.2742026,20.155542
rob zombie>>feel so numb,-48.917706,-26.46783
parquet courts>>yonder is closer to the heart,33.630466,-22.886892
owl city>>the real world,29.994095,-0.65637
the film score orchestra>>for a few dollars more,-46.950195,-23.221376
ludwig van beethoven>>symphony no. 5 in c minor part 1,47.07592,22.672112
daft punk>>c.l.u. remixed by paul oakenfold,-13.140771,-33.32851
daft punk>>end of line remixed by photek,-30.899975,-18.15562
ratatat>>mandy,-19.545235,35.10339
rival sons>>keep on swinging,-43.39942,28.347633
fall out boy>>favorite record,-18.712423,-12.888224
the cure>>10:15 saturday night,11.062112,-52.19977
motion city soundtrack>>a life less ordinary need a little help,14.084172,-51.549267
the dodos>>black night,-0.08318477,-42.89014
the common linnets>>calm after the storm - radio edit,-4.8895326,-27.113283
roachford>>cuddly toy,-40.935528,-38.79102
the libertines>>death on the stairs,-36.62183,-42.462738
beady eye>>flick of the finger,-34.304268,-16.289356
the cranberries>>free to decide,-40.56578,-33.339798
leonard cohen>>if it be your will,-50.083714,12.326408
death cab for cutie>>ingenue,-25.317425,18.493933
pierce the veil>>king for a day feat. kellin quinn,-39.021202,29.294456
jimmy cliff>>many rivers to cross - harder they come/soundtrack version,-30.59854,49.51075
andy williams>>moon river from breakfast at tiffanys,-31.0106,50.22018
ok go>>needing/getting,-9.777174,43.409924
bloc party>>on,-3.5631886,49.431007
old 97s>>question,5.3493977,46.824013
håkan hellström>>shelley,16.126673,25.991173
the velvet underground>>some kinda love,45.487595,33.95555
mutemath>>spotlight,39.579376,31.068184
mayday parade>>stay,27.821484,18.087122
jackson browne>>the pretender,57.711838,4.409278
frightened rabbit>>the twist,44.87721,2.4142742
the national>>val jester,42.62871,-6.7248306
manchester orchestra>>where have you been,39.432373,-18.87028
tove lo>>my gun,-9.150305,28.573858
natalie imbruglia>>shiver,21.964157,23.031752
leiva>>francesita,-3.2027826,-6.8442993
leiva>>hermosa taquicardia,-3.1971216,-6.8164377
one direction>>change your ticket,2.0140438,-27.288599
one direction>>no control,-7.1123343,26.694572
one direction>>spaces,22.804493,13.268564
clap your hands say yeah>>hysterical,-43.695015,11.756556
rac>>tourist,35.242393,-7.349748
them crooked vultures>>reptiles,24.000647,52.147243
interpol>>the undoing,45.44455,3.0317538
waxahatchee>>brother bryan,-3.353888,-36.28882
purity ring>>repetition,28.494722,-26.505877
still corners>>berlin lovers,21.07411,-38.583534
mos def>>do it now,-9.0065565,-13.042556
lil wayne>>outro,1.2385263,20.314798
jay z>>can i live,2.4217937,-21.231243
groove armada>>inside my mind blue skies,-37.155804,16.42695
bruce springsteen>>living proof,-42.134495,42.021427
zero 7>>simple things,29.777645,30.615448
janelle monáe>>suite iii overture,31.73942,20.186226
alicia keys>>teenage love affair,25.10939,8.877694
godsmack>>bad religion,5.8830285,-56.802334
a perfect circle>>counting bodies like sheep to the rhythm of the war drums,-31.862595,-45.464718
korn>>alone i break,14.784975,-54.760098
eels>>your lucky day in hell,45.16879,-24.210224
nine inch nails>>me  im not,-25.083702,51.15343
nine inch nails>>please,8.223724,55.821514
nine inch nails>>the way out is through,58.19874,7.4861646
dropkick murphys>>the dirty glass,49.614338,14.849254
calle 13>>los idiotas,-31.645977,39.142868
imagine dragons>>polaroid,14.537671,31.533321
ben rector>>when a heart breaks,38.78333,-21.395735
a day to remember>>city of ocala,-16.407364,-50.29973
you me at six>>crash,-20.976913,-46.630455
shinedown>>fly from the inside,-47.3533,-20.631006
bring me the horizon>>fuck,-47.353645,-19.582397
a day to remember>>out of time,-6.570108,54.937653
the story so far>>quicksand,22.129015,47.70335
vanilla ice>>ice ice baby - radio edit,-50.58999,19.638372
pearl jam>>mfc,-39.94219,47.348866
the wallflowers>>the difference,53.111507,15.93492
blur>>ghost ship,-30.707493,-10.607388
blur>>ice cream man,-25.218582,18.248018
blur>>thought i was a spaceman,36.322865,3.9757054
ozzy osbourne>>perry mason,2.2013934,62.298866
queen>>save me - 2011 remaster,31.731718,48.496574
izal>>extraño regalo,-33.08397,-32.57563
john barry orchestra>>james bond theme from dr. no.,-48.69273,23.849796
vaya con dios>>nah neh nah,-13.402943,53.925945
the vines>>outtathaway,3.3357506,55.09796
heroes del silencio>>héroe de leyenda,-28.863806,-6.274143
razorlight>>i cant stop this feeling ive got,-48.725643,15.057053
sr. chinarro>>una llamada a la acción,29.848185,-8.5157585
león benavente>>ser brigada,21.652853,35.706978
slayer>>mandatory suicide,-6.9297624,59.46146
five finger death punch>>house of the rising sun,-53.1195,4.0905213
the avett brothers>>salina,26.036615,40.58508
millie>>my boy lollipop,-10.544965,60.594254
dream theater>>the enemy inside,51.064453,16.833496
rage against the machine>>microphone fiend,-24.980246,51.667057
son lux>>easy,-27.092695,-24.856668
little mix>>how ya doin,-25.102713,1.8200793
will.i.am>>i like to move it,-24.120941,10.971018
justin bieber>>never say never,-1.7372739,25.865532
patti labelle>>lady marmalade,-44.068172,34.99816
mfsb>>t.s.o.p. the sound of philadelphia,55.468166,21.698248
diddy>>ill be missing you feat. faith evans & 112,-23.213877,7.8963246
skylar grey>>love the way you lie - part iii original demo,-16.385637,22.93596
u2>>breathe,-20.182276,-53.30989
2pac>>california love remix,2.7135003,-21.374033
the cranberries>>daffodil lament,-43.71545,-36.298286
alicia keys>>karma,-24.888924,13.210443
jack johnson>>mediocre bad guys,-21.731949,42.551414
johnny cash>>orange blossom special,-1.4103467,63.858444
bruce springsteen>>outlaw pete,2.3994794,60.02424
bob marley & the wailers>>so much trouble in the world,32.586063,46.153774
johnny cash>>tear stained letter,52.10167,23.334002
johnny cash>>there you go,56.912308,2.668185
red hot chili peppers>>warlocks,54.93541,-21.3151
fall out boy>>west coast smoker,54.163628,-23.143995
van halen>>mean street,-27.678528,52.131413
frankie ballard>>sunshine & whiskey,23.443102,11.011821
america>>tin man,55.283703,-0.55794436
rick springfield>>the man that never was,39.669044,0.7140646
rise against>>state of the union,49.185413,25.912615
el guincho>>novias,-6.157671,45.278404
la casa azul>>todas tus amigas,30.750769,-5.410794
lori meyers>>tokio ya no nos quiere,29.649801,-8.646582
alicia keys>>its on again - main soundtrack,-19.23263,14.28431
zahara>>merezco,-29.51093,42.47152
j. cole>>kerney sermon skit,-14.7326145,15.411558
2pac>>i aint mad at cha - explicit,-21.596819,2.9141946
led zeppelin>>were gonna groove,51.008442,-24.024183
rustie>>ultra thizz,38.965996,-9.263566
lil kim>>the jump off,24.275051,1.6071
made in heights>>panther,6.7036185,36.69891
this will destroy you>>there are some remedies worse than the disease,45.417736,0.744485
ramones>>cretin hop - remastered version,-24.262669,-51.64965
bassnectar>>the matrix,25.928051,3.5696187
donny hathaway>>the ghetto,54.55697,18.564886
✝✝✝ crosses>>the epilogue,37.74383,6.92412
backyard babies>>minus celsius,-27.67149,47.369312
the hundred in the hands>>dressed in dresden,-28.743746,-27.231295
the flaming lips>>waitin for a superman,46.15027,-17.198505
the album leaf>>blank pages,-0.5916643,-42.233006
scatman john>>scatmans world,16.661358,23.099344
romeo santos>>cancioncitas de amor,-6.2483215,-22.941956
tyler  the creator>>colossus,-9.8810005,-30.070005
orchestral manoeuvres in the dark>>so in love,45.128105,35.58835
marketa irglova>>the hill,42.39419,13.122028
alejandro sanz>>a la primera persona,9.805218,-43.737507
stray cats>>stray cat strut,47.83365,31.58349
mariah carey>>someday,19.617702,22.393583
madonna>>love spent,-14.758057,20.333279
caifanes>>matenme porque me muero,-28.274937,42.711414
alejandro sanz>>te lo agradezco  pero no,26.939186,7.039561
gloria trevi>>todos me miran,24.762804,-5.010546
the rapture>>it takes time to be a man,-36.694485,18.201824
sbtrkt>>look away,-12.851112,32.70082
flying lotus>>turkey dog coma,33.718426,-10.194698
flying lotus>>your potential//the beyond feat. niki randa,31.973612,-19.79882
the clash>>armagideon time,7.132699,-56.586945
taco>>puttin on the ritz,6.5679607,59.57641
blur>>parklife - 2012 remastered version,1.5676329,49.683167
eric b. & rakim>>microphone fiend,-5.833574,21.198067
modest mouse>>tiny cities made of ashes,50.979176,-1.3985666
casting crowns>>courageous,-5.4657564,-26.577454
elliott smith>>bottle up and explode!,-4.48723,-48.76947
elliott smith>>independence day,-41.49983,20.57313
elliott smith>>l.a.,-30.265821,29.442617
jack johnson>>radiate,8.467025,43.61548
temples>>sand dance,20.411283,33.36597
kings of convenience>>scars on land,25.154236,40.088108
josé gonzález>>the nest,43.921124,11.911196
elliott smith>>wouldnt mama be proud,39.10912,-28.648024
accept>>fast as a shark,-48.928734,-26.875786
the who>>happy jack - single version,-55.03375,1.4701538
vince staples>>blue suede,1.1095463,-32.8531
damien jurado>>metallic cloud,-12.847529,34.43972
morcheeba>>undress me now,41.283512,-10.407459
finghin collins>>gymnopédie no. 1,-17.557966,-49.29239
sufjan stevens>>the little drummer boy,6.556571,-74.917015
mogwai>>mogwai fear satan,-10.871572,43.794407
judy kuhn>>colors of the wind,5.029338,-41.219147
tom waits>>clap hands,-22.804964,-51.20083
the hundred in the hands>>pigeons,5.6236672,44.375023
odessa>>i will be there,-32.06626,5.6029463
india.arie>>the heart of the matter,30.08657,8.352608
the gaslight anthem>>stay vicious,32.48234,15.28369
cake>>its coming down,-41.91577,20.194351
brand new>>sink,37.330524,33.036148
eleanor friedberger>>my mistakes,-9.942551,43.280598
the isley brothers>>that lady  pts. 1 & 2,56.29674,21.086334
the staves>>facing west,-34.502224,-16.92012
japan>>ghosts,-51.38441,-19.204268
noisia>>machine gun - 16 bit remix,-14.36811,37.302593
mount kimbie>>meter  pale  tone feat. king krule,-13.790101,36.051456
bebe>>ella,-32.745537,-35.52484
tricky>>nothing matters,0.26439953,43.435246
justin bieber>>drummer boy,-11.089853,-18.794752
chairlift>>wrong opinion,35.005512,-24.47877
my morning jacket>>big decisions,-0.9804701,-33.97504
metz>>get off,-37.4224,-12.674629
the stone roses>>made of stone,-36.2755,44.034164
cocteau twins>>iceblink luck,-42.053417,18.295092
ryan adams>>sylvia plath,43.730194,15.207666
talking heads>>this must be the place naive melody,51.971283,1.3943402
the budos band>>up from the south,40.959064,-10.096087
beyoncé>>ego - remix,-9.907074,-14.111113
robyn>>cry when you get older,-9.287398,-21.559683
sade>>never as good as the first time,-10.708731,59.340973
fitz and the tantrums>>merrygoround,-14.12309,35.7958
telekinesis>>power lines,6.823546,41.880486
sylvan esso>>come down,-12.207517,-29.077806
parliament>>flashlight,-51.997776,-18.50016
the offspring>>smash,40.496883,39.22118
plan b>>writings on the wall,39.92588,-22.955778
betty who>>youre in love,29.865055,-21.897192
odd future>>analog 2,18.94065,-35.83
the decemberists>>the singer addresses his audience,36.06758,2.7698493
josé gonzález>>hints,-46.980717,1.6078495
bryan adams>>heaven - mtv unplugged version,-52.47867,-0.8897233
wilson pickett>>hey jude,-55.623173,0.045525838
taxi>>perdido en la calle,4.229708,29.437662
the script>>fall for anything,-14.953064,-15.997761
holy fuck>>red lights,7.0093184,45.43957
n.e.r.d.>>you know what,40.207336,-23.496128
the fray>>enough for now,-34.84427,-31.226063
my chemical romance>>vampires will never hurt you,52.92934,-20.070621
breaking benjamin>>dance with the devil,-33.21722,-44.46414
drake>>the motion,24.732166,2.667892
yeah yeah yeahs>>honeybear,-45.993652,0.22934182
laura marling>>little love caster,-17.841301,32.496155
new boyz>>backseat - feat. the cataracs & dev,8.462687,-35.238037
trey songz>>cant help but wait,-1.8441063,-25.364445
tegan and sara>>alligator,19.732466,-46.029118
cheryl>>crazy stupid love,-8.909277,-23.389044
buena vista social club>>amor de loca juventud,5.2190833,-46.959705
sleigh bells>>d.o.a.,-21.06177,-30.539152
the helio sequence>>october,-2.0197346,43.97228
ryan adams>>amy,17.212526,-50.277073
the notorious b.i.g.>>kick in the door,-19.892336,9.889203
geographer>>kites - limousines remix,-27.509071,24.741684
fiona apple>>love ridden,-26.967182,36.740425
yeasayer>>mondegreen,-16.429728,41.80067
the dead weather>>no horse,-8.112038,46.113865
the dead weather>>old mary,-3.9088244,49.531715
simon & garfunkel>>so long  frank lloyd wright,45.701187,34.474945
simon & garfunkel>>song for the asking,45.899715,34.286186
queens of the stone age>>you cant quit me baby,40.31046,-29.38917
the shins>>your algebra,38.60684,-28.68479
beirut>>prenzlauerberg,9.514724,49.92702
edward sharpe & the magnetic zeros>>lets get high,-25.595848,26.054712
spoon>>the beast and dragon  adored,44.198887,13.380974
keep shelly in athens>>diy,-22.305613,-30.341082
slow club>>tears of joy,34.491314,12.056943
iron & wine>>winter prayers,34.68677,-24.59928
chet baker>>like someone in love - vocal,-40.12804,40.624836
lady antebellum>>when you were mine,23.946016,-16.730639
kaiser chiefs>>coming home,-21.696249,-35.076244
unkle>>be there,-0.86069685,-51.16556
tv on the radio>>crying,-22.48044,-31.862923
the beatles>>drive my car,-44.837944,-35.600765
foals>>heavy water,-46.17092,-2.6087685
discovery>>i want you back,-43.2253,12.756071
wilco>>im a wheel,-48.079655,12.086009
rodrigo y gabriela>>ixtapa,-42.29219,28.070248
friendly fires>>pull me back to earth,11.658468,44.623806
beck>>readymade,15.59222,50.501015
bloc party>>song for clay disappear here,40.639008,29.451561
elbow>>the loneliness of a tower crane driver,45.088215,3.703077
the national>>city middle,-19.050604,-38.800884
delorean>>destitute time,-25.196072,-27.304995
the raconteurs>>hold up,-46.249355,-0.10702481
jamie woon>>middle,-16.218355,39.162857
phoenix>>second to none,23.453312,38.204998
unknown mortal orchestra>>secret xtians,19.384743,35.013832
tom odell>>storms,33.254326,13.760759
phoenix>>victim of the crime,40.483112,-10.353466
kinky>>¿a dónde van los muertos,43.30493,-20.782085
biffy clyro>>spanish radio,39.40025,24.029701
john talabot>>el oeste,-29.68317,-24.64144
justin martin>>dont go,-27.592108,-27.117859
pablo alboran>>deshidratándome,-7.8749633,-18.532482
pablo alboran>>toda la noche,22.498959,-8.6390505
lenny kravitz>>rock and roll is dead,27.769804,53.161465
compay segundo>>chan chan,-18.939077,-48.520214
russian red>>nice thick feathers,-12.645892,54.936462
the exciters>>tell him,54.729206,21.398914
the offspring>>the meaning of life,55.956753,6.8077207
robbie williams>>it was a very good year,-51.569973,23.01836
george michael>>praying for time,4.0718675,60.25672
the offspring>>million miles away,-26.768774,48.11103
the hives>>you got it all... wrong,44.044914,-27.402212
steely dan>>babylon sisters,3.097769,-57.0122
eddie vedder>>dream a little dream,-37.364388,-29.748821
the cars>>since youre gone,43.04999,36.41945
dire straits>>your latest trick - live version,46.377876,-25.43919
los manolos>>amigos para siempre - friends for life,9.723539,-43.662285
illya kuryaki & the valderramas>>abarajame,9.868039,-48.40432
eric clapton>>san francisco bay blues,32.31286,51.404423
the communards>>never can say goodbye,-10.446296,61.648506
john holt>>police in helicopter,4.419283,26.748793
catfish and the bottlemen>>rango,7.527493,37.975178
dierks bentley>>come a little closer,-5.295458,-25.252932
little big town>>day drinking,-10.94816,-20.883347
slow club>>if were still alive,-40.158092,15.704251
coldplay>>clocks - live in sydney,-19.883818,-45.562977
electric light orchestra>>showdown,45.972355,37.02161
madeleine peyroux>>la vie en rose,-40.711555,32.48092
commodores>>easy - single version,-42.249542,-36.679493
paul simon>>american tune,9.265047,-55.1452
john legend>>number one,-0.49755627,27.334103
john legend>>show me,26.905144,23.065765
love of lesbian>>villancico para mi cuñado fernando,29.585573,-9.000096
maroon 5>>last chance,-20.852627,18.111172
talking heads>>wild wild life - 2005 remastered version,45.878784,-26.157644
simple minds>>promised you a miracle - 2002 - remaster,5.2245035,59.214783
ryan adams>>gonna make you love me,-45.981483,-8.56271
first aid kit>>hard believer,-44.828995,-7.0433655
beirut>>venice,40.900394,-9.757609
avenged sevenfold>>blinded in chains,-3.247808,-55.562546
stevie ray vaughan>>tin pan alley aka roughest place in town,55.077866,-0.63356805
method man>>release yo delf,11.632715,27.999117
la sera>>love thats gone,-19.71049,33.69204
the new pornographers>>fantasy fools,-26.720764,-23.989155
nada surf>>when i was young,38.647865,-20.280361
u2>>bad - remastered,2.8641906,-58.108997
oskar linnros>>25,9.862918,-39.979107
philip glass>>morning passages,-11.904219,54.340256
michael bublé>>ive got you under my skin,-27.253374,8.841316
iron & wine>>jezebel,-38.82904,18.283699
robbie williams>>swings both ways,28.052902,18.368437
the doors>>the unknown soldier - new stereo mix advanced resolution,57.305107,8.967343
coheed and cambria>>the running free,58.039074,6.273511
la oreja de van gogh>>el ultimo vals,-31.420849,-36.972683
mutemath>>allies,21.771395,-47.61914
phil wickham>>messiah / youre beautiful,1.4520512,2.350358
prince>>breakdown,21.066755,-39.541927
prince>>u know,34.75246,-8.620528
frankie valli & the four seasons>>walk like a man,50.760227,-18.685122
mac demarco>>still together,33.641846,16.529202
stevie wonder>>do i do - single version,-42.112488,-37.521767
hillsong united>>from the inside out - live,-0.7449598,0.45859396
james morrison>>right by your side,13.954225,25.183447
don omar>>guaya guaya,-22.679163,-4.776631
howard shore>>the fellowship reunited - feat. sir james galway  viggo mortensen and renée fleming,52.32884,7.0247474
descendents>>suburban home,48.59579,27.85683
pablo alboran>>desencuentro,-7.740213,-19.396463
fito y fitipaldis>>los huesos de los besos,-33.76399,37.482597
estopa>>era,-31.496813,-37.150917
pignoise>>todo me da igual,24.966558,-5.236028
the roots>>will to power 3rd movement,32.594604,-25.243689
lupe fiasco>>daydreamin feat. jill scott,-4.151886,-18.780392
bon jovi>>no apologies,-34.194084,45.62224
old crow medicine show>>tell it to me,42.70989,14.752287
keira knightley>>coming up roses,-6.531773,-29.85878
p!nk>>nobody knows,-1.0012999,26.594551
shakira>>lo que más,-14.765604,21.7977
enya>>the river sings,51.40623,-8.354828
mel & kim>>respectable,28.383278,54.555367
coldplay>>paradise - live,2.3359823,34.341877
smokey robinson>>being with you,2.2726092,-58.5993
mary j. blige>>im goin down,-22.991018,7.999433
stevie wonder>>if its magic,-53.94524,22.041058
david bowie>>wild is the wind - 1999 remastered version,47.181213,-30.796803
black rebel motorcycle club>>done all wrong,-37.01233,-30.136513
great good fine ok>>not going home,6.237718,36.435654
